Name,SKUs,Routes,Vehicles,Customers,Instance,BIS Obj1,BB Obj1,CPU Obj1,V Obj1,BIS Obj2,BB Obj2,CPU Obj2,Greedy Obj1,Greedy Obj2,Greedy CPU,Gap Obj 1 01,Gap Obj 1 02,Gap Obj 1 03,Gap Obj 1 04,Gap Obj 1 05,Gap Obj 1 06,Gap Obj 1 07,Gap Obj 1 08,Gap Obj 1 09,Gap Obj 1 10,Gap Obj 1 11,Gap Obj 1 12,Gap Obj 1 13,Gap Obj 1 14,Gap Obj 1 15,Gap Obj 1 16,Gap Obj 1 17,Gap Obj 1 18,Gap Obj 1 19,Gap Obj 1 20,Gap Obj 1 21,Gap Obj 1 22,Gap Obj 1 23,Gap Obj 1 24,Gap Obj 1 25,Gap Obj 1 26,Gap Obj 1 27,Gap Obj 1 28,Gap Obj 1 29,Gap Obj 1 30,Gap Obj 1 31,Gap Obj 1 32,Gap Obj 1 33,Gap Obj 1 34,Gap Obj 1 35,Gap Obj 1 36,Gap Obj 1 37,Gap Obj 1 38,Gap Obj 1 39,Gap Obj 1 40,Gap Obj 1 41,Gap Obj 1 42,Gap Obj 1 43,Gap Obj 1 44,Gap Obj 1 45,Gap Obj 1 46,Gap Obj 1 47,Gap Obj 1 48,Gap Obj 1 49,Gap Obj 1 50,Gap Obj 1 51,Gap Obj 1 52,Gap Obj 1 53,Gap Obj 1 54,Gap Obj 1 55,Gap Obj 1 56,Gap Obj 1 57,Gap Obj 1 58,Gap Obj 1 59,Gap Obj 1 60,Gap Obj 2 01,Gap Obj 2 02,Gap Obj 2 03,Gap Obj 2 04,Gap Obj 2 05,Gap Obj 2 06,Gap Obj 2 07,Gap Obj 2 08,Gap Obj 2 09,Gap Obj 2 10,Gap Obj 2 11,Gap Obj 2 12,Gap Obj 2 13,Gap Obj 2 14,Gap Obj 2 15,Gap Obj 2 16,Gap Obj 2 17,Gap Obj 2 18,Gap Obj 2 19,Gap Obj 2 20,Gap Obj 2 21,Gap Obj 2 22,Gap Obj 2 23,Gap Obj 2 24,Gap Obj 2 25,Gap Obj 2 26,Gap Obj 2 27,Gap Obj 2 28,Gap Obj 2 29,Gap Obj 2 30,Gap Obj 2 31,Gap Obj 2 32,Gap Obj 2 33,Gap Obj 2 34,Gap Obj 2 35,Gap Obj 2 36,Gap Obj 2 37,Gap Obj 2 38,Gap Obj 2 39,Gap Obj 2 40,Gap Obj 2 41,Gap Obj 2 42,Gap Obj 2 43,Gap Obj 2 44,Gap Obj 2 45,Gap Obj 2 46,Gap Obj 2 47,Gap Obj 2 48,Gap Obj 2 49,Gap Obj 2 50,Gap Obj 2 51,Gap Obj 2 52,Gap Obj 2 53,Gap Obj 2 54,Gap Obj 2 55,Gap Obj 2 56,Gap Obj 2 57,Gap Obj 2 58,Gap Obj 2 59,Gap Obj 2 60
S100R10V5C5#1,100,10,5,5,1,25952256,25952256,3.63,5,5,5,0.26,25255936,5,0.125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V5C5#2,100,10,5,5,2,53170176,53170176,5.35,5,5,5,0.67,52183040,5,0.09375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V5C5#3,100,10,5,5,3,11094272,11094272,11.62,5,5,5,0.53,10807840,5,0.109375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V5C5#4,100,10,5,5,4,65062208,65062208,11.15,5,5,5,1.16,62792192,5,0.125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V5C5#5,100,10,5,5,5,45324160,45324160,10.2,5,5,5,0.45,42769408,5,0.09375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V5C10#1,100,10,5,10,1,64954368,64954370,3.97,5,5,5,0.18,62601216,5,0.140625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V5C10#2,100,10,5,10,2,46434304,46434304,4.88,5,5,5,0.29,44695552,5,0.09375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V5C10#3,100,10,5,10,3,43992064,43992064,6.23,5,5,5,0.56,43909120,5,0.109375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V5C10#4,100,10,5,10,4,36356096,36356096,4.61,5,5,5,0.62,36114432,5,0.171875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V5C10#5,100,10,5,10,5,25575424,25575424,4.54,5,5,5,0.67,23162880,5,0.125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V5C15#1,100,10,5,15,1,78217216,78217216,2.04,5,5,5,0.32,76877824,5,0.078125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V5C15#2,100,10,5,15,2,21373056,21373056,6.55,5,5,5,2.34,21259264,5,0.09375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V5C15#3,100,10,5,15,3,28098560,28098560,4.33,5,5,5,0.21,27762688,5,0.109375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V5C15#4,100,10,5,15,4,73670656,73670656,2.37,5,5,5,0.27,72753152,5,0.109375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V5C15#5,100,10,5,15,5,206225408,206225408,2.05,5,5,5,0.33,204832768,5,0.1875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C5#1,100,10,10,5,1,39832128,39832128,138.81,10,10,10,0.68,38953472,9,0.390625,5.00%,4.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C5#2,100,10,10,5,2,493114834,493114990.2,174.72,10,10,10,12.81,473515464,6,0.28125,5.00%,2.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C5#3,100,10,10,5,3,13027904,13027904,298.87,10,10,10,11.9,12038264,8,0.34375,11.00%,9.00%,7.00%,6.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C5#4,100,10,10,5,4,400705728.3,400705728.3,20.14,9,9,9,8.31,398523008,6,0.28125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C5#5,100,10,10,5,5,79396864,79396864,22.94,10,10,10,12.92,74483072,9,0.546875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C10#1,100,10,10,10,1,54896640,54896685.85,169.4,10,10,10,0.45,52786432,9,0.359375,6.00%,4.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C10#2,100,10,10,10,2,32204800,32204804,51.06,10,10,10,0.43,29263872,10,0.265625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C10#3,100,10,10,10,3,30843904,30843904,50.02,10,10,10,0.84,30138368,10,0.3125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C10#4,100,10,10,10,4,24571712,24571712,38.65,10,10,10,2.45,24061056,10,0.296875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C10#5,100,10,10,10,5,68675080,68675080,53.93,10,10,10,6.84,66245632,10,0.359375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C15#1,100,10,10,15,1,100784128,100784128,59.13,10,10,10,1.13,99768320,9,0.4375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C15#2,100,10,10,15,2,41346048,41346048,56.54,10,10,10,0.5,39558144,10,0.40625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C15#3,100,10,10,15,3,70377472,70377486.63,97.18,10,10,10,1.16,69055744,10,0.296875,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C15#4,100,10,10,15,4,22818816,22818816.25,53.72,11,10,10,0.93,22204416,10,0.34375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V10C15#5,100,10,10,15,5,39440384,39440384,36.94,10,10,10,0.7,38871040,10,0.359375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C5#1,100,10,15,5,1,125493504.5,125493504.5,20.82,12,12,12,19.62,123134464,5,0.40625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C5#2,100,10,15,5,2,51647488,51647488,5.69,11,9,9,11.01,50992160,6,0.4375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C5#3,100,10,15,5,3,93107200,93107200,10.14,13,13,13,39.46,87170067,7,0.765625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C5#4,100,10,15,5,4,15114400,15114405.38,23.08,14,14,14,19.27,13132890.07,8,0.546875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C5#5,100,10,15,5,5,20116497,20116497,13.2,13,12,12,122.71,18844896,6,0.375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33%,8.33%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C10#1,100,10,15,10,1,125148480,125148586.7,378.8,15,15,15,3.44,121807872,15,0.734375,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C10#2,100,10,15,10,2,71822976,71823036,168.92,15,15,15,2.04,71193776,15,0.6875,1.00%,1.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C10#3,100,10,15,10,3,600880840,600881310,375.57,15,15,15,5.37,580144384,13,0.59375,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C10#4,100,10,15,10,4,150592024,150592120.1,114.94,15,15,15,0.9,145575528,15,0.796875,1.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C10#5,100,10,15,10,5,2414821376,2414823677,208.56,15,15,15,0.64,2409799680,15,0.71875,1.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C15#1,100,10,15,15,1,45189568,45189610.67,80.82,15,15,15,1.23,45041536,15,0.640625,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C15#2,100,10,15,15,2,45228032,45228069.18,384.24,15,15,15,0.7,41461760,15,0.640625,2.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C15#3,100,10,15,15,3,55019776,55019776,35.75,15,15,15,0.84,54665792,15,0.640625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C15#4,100,10,15,15,4,58273792,58273792,47.49,15,15,15,0.69,57860352,15,0.703125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V15C15#5,100,10,15,15,5,10787968,10787976.5,288.77,15,15,15,1.37,10420896,15,0.625,2.00%,2.00%,1.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C5#1,100,10,20,5,1,28616336,28616336,10.05,13,11,11,9.08,27873832.25,7,0.765625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C5#2,100,10,20,5,2,111802889,111802889,5.42,11,11,11,18.83,109113408,6,0.671875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C5#3,100,10,20,5,3,22507584,22507584,3.38,11,11,11,14.29,20057093,4,0.4375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C5#4,100,10,20,5,4,27722368,27722368,14.36,15,11,11,20.45,27013120,7,0.6875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C5#5,100,10,20,5,5,21401801,21401810.01,3219.77,13,11,11,16.33,19923056.56,5,0.640625,18.00%,12.00%,12.00%,8.00%,7.00%,7.00%,7.00%,7.00%,7.00%,7.00%,7.00%,6.00%,6.00%,6.00%,6.00%,6.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,4.00%,4.00%,4.00%,4.00%,4.00%,4.00%,4.00%,4.00%,4.00%,4.00%,4.00%,4.00%,3.00%,3.00%,3.00%,3.00%,3.00%,2.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C10#1,100,10,20,10,1,80352848,80352916,14.63,19,17,17,74.09,79283874,14,1.09375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.60%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C10#2,100,10,20,10,2,28994944,28994968,800.01,20,20,20,14.47,28699734.5,17,1.328125,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C10#3,100,10,20,10,3,51014545,51014546.72,17.52,20,17,17,83.49,47343632.25,14,1.15625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C10#4,100,10,20,10,4,68048968,68048968,17.79,20,16,16,1431.4,60820000.38,13,1.109375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.90%,25.10%,18.70%,17.50%,17.10%,17.00%,16.80%,16.60%,16.40%,16.30%,16.20%,16.00%,15.90%,15.80%,15.80%,15.70%,13.60%,12.30%,12.30%,12.30%,12.30%,12.30%,12.30%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C10#5,100,10,20,10,5,106970568,106970568,596.09,20,20,20,1401.37,105204368,15,1.171875,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.30%,16.00%,15.40%,15.00%,15.00%,14.90%,14.90%,14.90%,14.90%,14.80%,14.50%,14.40%,14.20%,14.00%,12.70%,11.30%,10.40%,9.87%,9.40%,8.95%,8.54%,7.86%,6.87%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C15#1,100,10,20,15,1,19273232.06,19273244.06,726.15,20,20,20,13.79,19099926,20,1.125,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C15#2,100,10,20,15,2,65186176,65186225.23,2556.95,20,20,20,53.54,63917696,20,1.296875,7.00%,3.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C15#3,100,10,20,15,3,43536960,43537578.67,3600,20,20,20,1.36,43175168,20,1.203125,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C15#4,100,10,20,15,4,25456586,25456611.18,1482.45,20,20,20,3.9,24901748.94,20,1.1875,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V20C15#5,100,10,20,15,5,7613344.625,7613351.896,1151.79,20,20,20,6.65,7439712,20,1.203125,4.00%,3.00%,3.00%,3.00%,3.00%,2.00%,2.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100R10V25C5#1,100,10,25,5,1,148097076,148097118,57.52,15,12,12,36.68,146103360,6,0.90625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
