Name,SKUs,Routes,Vehicles,Customers,Instance,BIS Obj1,BB Obj1,CPU Obj1,V Obj1,BIS Obj2,BB Obj2,CPU Obj2,Greedy Obj1,Greedy Obj2,Greedy CPU,Gap Obj 1 01,Gap Obj 1 02,Gap Obj 1 03,Gap Obj 1 04,Gap Obj 1 05,Gap Obj 1 06,Gap Obj 1 07,Gap Obj 1 08,Gap Obj 1 09,Gap Obj 1 10,Gap Obj 1 11,Gap Obj 1 12,Gap Obj 1 13,Gap Obj 1 14,Gap Obj 1 15,Gap Obj 1 16,Gap Obj 1 17,Gap Obj 1 18,Gap Obj 1 19,Gap Obj 1 20,Gap Obj 1 21,Gap Obj 1 22,Gap Obj 1 23,Gap Obj 1 24,Gap Obj 1 25,Gap Obj 1 26,Gap Obj 1 27,Gap Obj 1 28,Gap Obj 1 29,Gap Obj 1 30,Gap Obj 1 31,Gap Obj 1 32,Gap Obj 1 33,Gap Obj 1 34,Gap Obj 1 35,Gap Obj 1 36,Gap Obj 1 37,Gap Obj 1 38,Gap Obj 1 39,Gap Obj 1 40,Gap Obj 1 41,Gap Obj 1 42,Gap Obj 1 43,Gap Obj 1 44,Gap Obj 1 45,Gap Obj 1 46,Gap Obj 1 47,Gap Obj 1 48,Gap Obj 1 49,Gap Obj 1 50,Gap Obj 1 51,Gap Obj 1 52,Gap Obj 1 53,Gap Obj 1 54,Gap Obj 1 55,Gap Obj 1 56,Gap Obj 1 57,Gap Obj 1 58,Gap Obj 1 59,Gap Obj 1 60,Gap Obj 2 01,Gap Obj 2 02,Gap Obj 2 03,Gap Obj 2 04,Gap Obj 2 05,Gap Obj 2 06,Gap Obj 2 07,Gap Obj 2 08,Gap Obj 2 09,Gap Obj 2 10,Gap Obj 2 11,Gap Obj 2 12,Gap Obj 2 13,Gap Obj 2 14,Gap Obj 2 15,Gap Obj 2 16,Gap Obj 2 17,Gap Obj 2 18,Gap Obj 2 19,Gap Obj 2 20,Gap Obj 2 21,Gap Obj 2 22,Gap Obj 2 23,Gap Obj 2 24,Gap Obj 2 25,Gap Obj 2 26,Gap Obj 2 27,Gap Obj 2 28,Gap Obj 2 29,Gap Obj 2 30,Gap Obj 2 31,Gap Obj 2 32,Gap Obj 2 33,Gap Obj 2 34,Gap Obj 2 35,Gap Obj 2 36,Gap Obj 2 37,Gap Obj 2 38,Gap Obj 2 39,Gap Obj 2 40,Gap Obj 2 41,Gap Obj 2 42,Gap Obj 2 43,Gap Obj 2 44,Gap Obj 2 45,Gap Obj 2 46,Gap Obj 2 47,Gap Obj 2 48,Gap Obj 2 49,Gap Obj 2 50,Gap Obj 2 51,Gap Obj 2 52,Gap Obj 2 53,Gap Obj 2 54,Gap Obj 2 55,Gap Obj 2 56,Gap Obj 2 57,Gap Obj 2 58,Gap Obj 2 59,Gap Obj 2 60
S200R20V15C5#2,200,20,15,5,2,33505281.5,33505281.5,567.62,11,11,11,54.15,23344320.13,5,0.859375,60.00%,24.00%,14.00%,13.00%,10.00%,9.00%,9.00%,3.00%,2.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V15C5#3,200,20,15,5,3,186204672,186204672,23.83,13,13,13,485.38,177149184,8,1.25,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.20%,22.90%,22.90%,22.90%,22.90%,22.90%,22.90%,22.90%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V15C5#4,200,20,15,5,4,90415680.02,90436920.86,3600,14,14,14,1717.12,66792064,7,0.984375,125.00%,81.00%,61.00%,34.00%,25.00%,23.00%,22.00%,20.00%,19.00%,19.00%,19.00%,19.00%,19.00%,19.00%,19.00%,19.00%,19.00%,18.00%,17.00%,16.00%,15.00%,15.00%,14.00%,14.00%,14.00%,12.00%,12.00%,12.00%,12.00%,12.00%,11.00%,10.00%,10.00%,10.00%,10.00%,9.00%,9.00%,9.00%,9.00%,8.00%,8.00%,8.00%,8.00%,7.00%,7.00%,6.00%,6.00%,6.00%,5.00%,5.00%,5.00%,5.00%,4.00%,4.00%,4.00%,3.00%,3.00%,3.00%,2.00%,2.00%,20.30%,18.60%,15.00%,13.60%,12.80%,12.20%,11.50%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,7.14%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V15C5#5,200,20,15,5,5,65546240,65546240,477.97,13,13,13,62.04,61102240,6,0.984375,10.00%,6.00%,6.00%,5.00%,4.00%,4.00%,2.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.70%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V15C10#1,200,20,15,10,1,210158880,210159058.7,904.52,15,15,15,36.13,205852944,15,1.484375,52.00%,22.00%,22.00%,15.00%,15.00%,14.00%,13.00%,10.00%,6.00%,5.00%,5.00%,3.00%,1.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V15C10#2,200,20,15,10,2,173551360,173551488,3299.39,15,15,15,81.8,169147136,15,1.53125,22.00%,19.00%,18.00%,17.00%,17.00%,14.00%,13.00%,12.00%,12.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,10.00%,9.00%,9.00%,8.00%,7.00%,7.00%,6.00%,6.00%,5.00%,5.00%,5.00%,4.00%,4.00%,3.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.00%,,,,,,,19.10%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V15C10#3,200,20,15,10,3,751132672,751132821.8,137.69,15,15,15,2.09,732359680,15,1.5,3.00%,1.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V15C10#4,200,20,15,10,4,244143616,244143680,158.31,15,15,15,15.91,241817600,15,1.5,19.00%,10.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V15C10#5,200,20,15,10,5,114968608,114968608,2323.65,15,15,15,102.43,105472336.1,15,1.5,35.00%,33.00%,31.00%,30.00%,29.00%,28.00%,27.00%,26.00%,25.00%,25.00%,24.00%,23.00%,23.00%,23.00%,23.00%,23.00%,21.00%,20.00%,20.00%,20.00%,20.00%,20.00%,19.00%,19.00%,19.00%,19.00%,19.00%,19.00%,19.00%,19.00%,19.00%,17.00%,17.00%,16.00%,16.00%,14.00%,10.00%,3.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,23.70%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V15C15#1,200,20,15,15,1,79450624.02,79450624.02,618.21,15,15,15,11.56,78157824,15,1.609375,45.00%,26.00%,24.00%,17.00%,11.00%,10.00%,9.00%,7.00%,5.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V15C15#2,200,20,15,15,2,106583040,106583040,198.21,15,15,15,26.33,104604672,15,1.484375,13.00%,13.00%,12.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V15C15#3,200,20,15,15,3,276716544,276724224,3600,15,15,15,11.08,273096704,15,1.546875,12.00%,9.00%,9.00%,7.00%,6.00%,3.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V15C15#4,200,20,15,15,4,112807936,112808016,845.48,15,15,15,24.2,111831040,15,1.5,48.00%,45.00%,30.00%,28.00%,13.00%,11.00%,8.00%,7.00%,5.00%,3.00%,2.00%,1.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V15C15#5,200,20,15,15,5,43878400,43878418,1056.73,15,15,15,66.12,42977280,15,1.609375,118.00%,115.00%,103.00%,85.00%,70.00%,68.00%,67.00%,66.00%,63.00%,53.00%,36.00%,15.00%,4.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.60%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V20C5#1,200,20,20,5,1,53119136.5,53119136.5,421.32,17,15,13,3600,45820136,7,1.71875,5.00%,4.00%,3.00%,2.00%,1.00%,1.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.10%,24.00%,20.50%,19.70%,18.90%,17.90%,16.60%,15.30%,13.60%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%,13.30%
S200R20V20C5#2,200,20,20,5,2,593979520,593979520,19.54,16,13,13,114.12,579420176,7,1.609375,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V20C5#3,200,20,20,5,3,88216628,88216666.6,219.6,13,13,13,26.27,74534016,6,1.484375,13.00%,5.00%,2.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V20C5#4,200,20,20,5,4,50338112.19,50338158.68,46.77,14,14,14,42.29,38444880,9,2.3125,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V20C5#5,200,20,20,5,5,80955986.09,80955986.09,55.14,14,13,13,28.78,60707203,6,1.765625,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V20C10#1,200,20,20,10,1,372701952,372761449.7,3600,20,20,20,1054.2,361840144,14,2.46875,5.00%,5.00%,5.00%,3.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,24.60%,24.40%,20.60%,20.60%,19.30%,17.60%,16.70%,15.50%,15.00%,13.90%,13.40%,12.90%,12.60%,12.30%,11.90%,11.00%,9.27%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V20C10#2,200,20,20,10,2,94827584,94877286.4,3600,20,20,20,8.39,93119488,19,2.6875,13.00%,13.00%,11.00%,11.00%,10.00%,10.00%,10.00%,10.00%,10.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,9.00%,8.00%,8.00%,8.00%,8.00%,8.00%,8.00%,8.00%,8.00%,8.00%,8.00%,8.00%,8.00%,8.00%,8.00%,8.00%,8.00%,6.00%,6.00%,6.00%,6.00%,6.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V20C10#3,200,20,20,10,3,148437283.1,148476854.1,3600,18,18,18,480.67,144554049,12,2.375,7.00%,6.00%,6.00%,4.00%,4.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,3.00%,26.30%,19.50%,16.70%,16.10%,13.60%,11.50%,9.94%,7.54%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V20C10#4,200,20,20,10,4,149366016.1,149513473.2,3600,20,20,18,3600,136766560,16,2.546875,20.00%,16.00%,15.00%,14.00%,14.00%,14.00%,14.00%,14.00%,13.00%,13.00%,13.00%,12.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,11.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,20.20%,19.50%,17.70%,17.70%,17.70%,17.70%,17.60%,17.50%,17.50%,17.50%,17.50%,17.50%,17.50%,17.50%,17.30%,17.30%,17.30%,17.30%,17.30%,17.30%,17.30%,17.30%,17.20%,17.00%,16.80%,16.60%,16.30%,16.20%,16.00%,15.90%,15.60%,15.20%,15.20%,15.20%,15.20%,15.20%,15.20%,15.20%,15.20%,15.10%,15.00%,14.80%,14.70%,14.50%,14.50%,14.50%,14.50%,14.50%,14.40%,14.40%,14.40%,14.40%,14.40%,14.40%,14.40%,14.40%,14.40%,14.40%,14.40%,14.40%
S200R20V20C10#5,200,20,20,10,5,86537417.07,86581631.48,3600,20,20,20,704.82,81119013.13,16,2.546875,29.00%,15.00%,10.00%,8.00%,7.00%,7.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,6.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,5.00%,,22.60%,20.50%,17.50%,17.50%,15.00%,13.10%,11.50%,10.80%,10.10%,9.25%,8.33%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V20C15#1,200,20,20,15,1,55972352.02,56144896,3600,20,20,20,197.6,54124032,20,2.578125,55.00%,39.00%,38.00%,37.00%,36.00%,36.00%,36.00%,36.00%,36.00%,36.00%,36.00%,34.00%,33.00%,32.00%,32.00%,32.00%,32.00%,32.00%,32.00%,32.00%,32.00%,32.00%,32.00%,32.00%,32.00%,32.00%,32.00%,32.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,,9.48%,9.42%,7.17%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V20C15#2,200,20,20,15,2,117723136,117723200,1429.37,20,20,20,4.27,114747392,20,2.484375,10.00%,4.00%,3.00%,3.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V20C15#3,200,20,20,15,3,105525760,105526624,3600,20,20,20,6.36,104564736,20,2.765625,13.00%,10.00%,9.00%,7.00%,5.00%,3.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V20C15#4,200,20,20,15,4,66306712.5,66471680.02,3600,20,20,20,328.7,64213592,20,2.46875,77.00%,64.00%,62.00%,49.00%,48.00%,32.00%,32.00%,32.00%,32.00%,32.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,31.00%,30.00%,29.00%,29.00%,29.00%,29.00%,29.00%,29.00%,28.00%,28.00%,28.00%,28.00%,28.00%,28.00%,28.00%,28.00%,28.00%,28.00%,28.00%,27.00%,27.00%,27.00%,27.00%,27.00%,27.00%,27.00%,27.00%,27.00%,27.00%,26.00%,26.00%,26.00%,26.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,25.00%,,,15.60%,13.90%,11.60%,9.82%,8.07%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V20C15#5,200,20,20,15,5,34461192.5,34544296.86,3600,20,20,20,147.04,32637952,19,2.5,72.00%,39.00%,35.00%,35.00%,34.00%,33.00%,32.00%,30.00%,30.00%,30.00%,30.00%,30.00%,30.00%,30.00%,30.00%,30.00%,30.00%,29.00%,29.00%,29.00%,29.00%,29.00%,29.00%,25.00%,25.00%,25.00%,25.00%,25.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,24.00%,,8.42%,8.27%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V25C5#1,200,20,25,5,1,145377290,145377290,84.94,12,12,12,19.12,134330496,6,1.890625,4.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V25C5#2,200,20,25,5,2,47041968.06,47041968.06,144.7,14,13,13,146.97,40849664,8,2.4375,14.00%,4.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.90%,15.10%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V25C5#3,200,20,25,5,3,33144908,33144908,2056.83,13,13,13,101.91,27664642,5,1.703125,109.00%,79.00%,64.00%,63.00%,63.00%,31.00%,31.00%,30.00%,29.00%,29.00%,29.00%,29.00%,29.00%,28.00%,26.00%,26.00%,26.00%,26.00%,22.00%,18.00%,16.00%,16.00%,15.00%,14.00%,13.00%,12.00%,11.00%,10.00%,9.00%,8.00%,7.00%,6.00%,4.00%,1.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,26.10%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V25C5#4,200,20,25,5,4,600119808,600119808,82.02,15,14,14,144.42,578030208,6,1.828125,1.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.30%,7.14%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V25C5#5,200,20,25,5,5,367920256,367920256,20.43,13,10,10,14.81,363509824,6,1.6875,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S200R20V25C10#1,200,20,25,10,1,111920193.5,111924677.4,3600,20,18,17,3600,99834816,11,2.765625,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,27.50%,27.00%,22.80%,16.70%,11.40%,10.90%,10.70%,10.60%,10.40%,10.40%,10.30%,10.30%,10.30%,10.30%,10.30%,10.20%,10.20%,10.20%,10.10%,10.10%,10.10%,10.10%,10.10%,10.10%,10.10%,10.10%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,9.95%,9.93%,9.92%,9.91%,9.89%,9.88%,9.86%,9.83%,9.80%,9.77%,9.73%,9.68%,9.62%,9.55%,9.46%,9.36%,9.24%,9.13%,9.03%,8.96%,8.89%,8.83%,8.77%,8.68%,8.58%,8.50%,8.44%
S200R20V25C10#2,200,20,25,10,2,185270592.4,185292411,3600,22,22,18,3600,169140154,12,3.078125,6.00%,4.00%,4.00%,4.00%,3.00%,3.00%,3.00%,3.00%,3.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,29.90%,24.40%,24.30%,23.60%,23.10%,22.90%,22.60%,22.50%,22.30%,22.20%,22.00%,21.90%,21.80%,21.70%,21.50%,21.40%,21.40%,21.20%,21.10%,21.00%,20.90%,20.80%,20.70%,20.60%,20.50%,20.40%,20.30%,20.20%,20.10%,20.10%,20.00%,20.00%,19.90%,19.90%,19.80%,19.70%,19.70%,19.60%,19.60%,19.50%,19.50%,19.40%,19.30%,19.30%,19.20%,19.10%,19.10%,19.10%,19.00%,18.90%,18.90%,18.80%,18.80%,18.70%,18.70%,18.70%,18.60%,18.60%,18.50%,18.50%
